fips,state,st,year,d08,d10,d12,d14,d16,poptotal,malepop,femalepop,popu18,pop25o,pop324,pop60o,whitepop,blackpop,hisppop,asianpop,amindpop,multipop,otherpop,noncit,noncit18o,enroll,nohs,hs,bacc,grad,incmed,incmean,incpc,medage,meanage,maleprop,femaleprop,whiteprop,nonwhprop,blackprop,hispprop,asianprop,amindprop,multiprop,otherprop,lexp,health_index,hsplus,baccplus,hsprop,baccprop,gradprop,attain_score,attain_index,enrollprop,enroll_index,ed_index,inc_index,hdi,presvotes,tovep,tovap,toacs
24,Maryland,MD,2014,0,0,0,1,0,5976407,2900663,3075744,1347272,4066007,1701726,1170504,3132899,1749324,555821,365748,10015,149070,13530,449346,404334,1325957,419327,2092145,849404,705131,40448.00000000001,54001.08225027444,29939.62365194794,38,38.219147892705436,0.48535231954584085,0.5146476804541592,0.5242111188210575,0.47578888117894247,0.2927049647053823,0.09300253480059173,0.06119864326509222,0.0016757560186245683,0.02494308034911277,0.0022639020401388327,79.43,5.595833333333337,3646680,1554535,0.8968700742522087,0.3823247230021985,0.1734210000130349,1.452615797267442,6.350771981782946,0.7791836053512727,5.119531581464937,5.940358515010276,6.425957956912645,5.977759464528161,1733177,0.41700000000000004,0.373,0.41023873077098777
24,Maryland,MD,2016,0,0,0,0,1,6016447,2909870,3106577,1346368,4125225,1681001,1245040,3091715,1768249,586557,374981,9735,170107,15103,455374,408082,1313122,405394,2103802,861976,754053,40000,56086.68370834875,31448.688787751307,38,38.62510564790149,0.48365256105472215,0.5163474389452778,0.5138772102538259,0.48612278974617407,0.29390253084586304,0.0974922574735554,0.062325987414166534,0.0016180646152122672,0.02827366384179899,0.0025102855555779015,78.89,5.370833333333334,3719831,1616029,0.9017280269561054,0.39174323824761076,0.1827907568678072,1.4762620220715235,6.508413480476824,0.7811548000268888,5.17585142933968,6.064226130097775,6.348740034433939,5.913367486140995,2781446,0.664,0.595,0.6526156635023441
25,Massachusetts,MA,2008,1,0,0,0,0,6497967,3152202,3345765,1434752,4387755,1880029,1203590,5107143,368353,556573,318794,10146,86333,50625,482541,437684,1508426,497546,2211916,966030,712263,38552.5,52895.481676866475,30829.363463749352,38,38.090279929091665,0.4851058800390953,0.5148941199609047,0.785960131838158,0.21403986816184195,0.05668742238918727,0.08565340513425199,0.04906057540766212,0.0015614114383775725,0.013286155500635815,0.007790898291727243,79.98,5.825000000000001,3890209,1678293,0.8866057927117627,0.38249469261615565,0.16232971075185373,1.431430196079772,6.209534640531813,0.8023418787688913,5.781196536254037,6.06675527243922,6.093200213711674,5.9937591135282675,3080985,0.6679999999999999,0.609,0.6660824454532895
25,Massachusetts,MA,2010,0,1,0,0,0,6557254,3174399,3382855,1416775,4461566,1877204,1294553,5001555,411153,631180,352117,7389,113982,39878,507923,466738,1520944,482431,2238218,986509,754408,38702.99999999999,53264.32370149589,29873.53585500284,39,38.61119059899159,0.4841049317290439,0.5158950682709561,0.7627514505309693,0.23724854946903073,0.06270200910320083,0.09625675625803118,0.053698850158923235,0.0011268436452210025,0.01738258118413592,0.006081509119518627,80.52,6.049999999999999,3979135,1740917,0.8918695812187918,0.39020312598760165,0.16909040457991656,1.45116311178631,6.341087411908734,0.8102177493762,6.006221410748571,6.229465411522012,6.120212323287667,6.132782285951008,2297039,0.489,0.446,0.49147759792423246
25,Massachusetts,MA,2012,0,0,1,0,0,6646144,3213719,3432425,1401515,4556265,1885523,1350818,4998767,424836,673731,385522,8134,112177,42977,488931,442749,1541815,468954,2288761,1018851,779699,36760.5,53172.24043776374,29868.342636717967,39,38.987846787550794,0.48354639923540627,0.5164536007645937,0.752130408248753,0.247869591751247,0.06392217803285634,0.10137171268031508,0.058006868343508655,0.0012238675538778577,0.01687850880149452,0.006466456339194577,80.86,6.191666666666666,4087311,1798550,0.8970749067492781,0.39474218466221783,0.17112678915734708,1.462943880568843,6.419625870458954,0.8177121148880178,6.220346139657651,6.3531992935251855,5.763210123093977,6.097542464956205,3167767,0.659,0.602,0.6596930785442369
25,Massachusetts,MA,2014,0,0,0,1,0,6745408,3269953,3475455,1386772,4653266,1880304,1428499,4978918,438693,729196,412928,8039,135237,42397,504651,460534,1514814,484159,2244643,1085973,838491,38425.600000000006,54638.00236323501,31085.550371684203,39,39.288778973784844,0.48476726685769045,0.5152327331423096,0.7381196215262295,0.26188037847377055,0.0650357991688568,0.10810257882102906,0.061216163647921665,0.0011917737222122073,0.020048750201618643,0.006285312912132224,80.64,6.1,4169107,1924464,0.8959528640743942,0.4135727465397422,0.18019408303759124,1.4897196936517276,6.5981312910115175,0.8056218568912261,5.874910196892175,6.357057592971736,6.070341821029982,6.1744703476685485,2158326,0.441,0.402,0.4406453765152298
25,Massachusetts,MA,2016,0,0,0,0,1,6811885,3309730,3502155,1377484,4729427,1873225,1516468,4929562,461720,780931,439489,8792,136391,55000,531504,485644,1518075,449367,2256137,1126656,897267,40000,56270.361121144124,32497.26485737795,39,39.62204030161989,0.48587578915380986,0.5141242108461902,0.7236707607365656,0.27632923926343445,0.06778153183736954,0.11464242276550471,0.06451797116363532,0.0012906853242531252,0.020022504783918108,0.008074123388753627,80.49,6.037499999999998,4280060,2023923,0.9049848956332343,0.42794253933933224,0.18972002316559702,1.5226474581381637,6.817649720921092,0.8104071854689106,6.011633870540303,6.548977770794162,6.348740034433939,6.3082089182355885,3325046,0.672,0.611,0.6718951849929184
26,Michigan,MI,2008,1,0,0,0,0,10003422,4918459,5084963,2395234,6618476,3008694,1808530,7754856,1368277,408695,224892,47706,187569,11427,290969,254842,2399790,775541,4198440,1018491,626004,29630.35,40976.82292581965,21414.38383126344,37,37.520391422055376,0.4916776479088856,0.5083223520911144,0.7752203196066306,0.22477968039336937,0.13678089357821754,0.04085551924131562,0.022481506828363335,0.004768968059130165,0.018750483584517377,0.0011423091018253554,77.69,4.870833333333333,5842935,1644495,0.8828218157775295,0.24847034271938132,0.09458431215887161,1.2258764706557825,4.8391764710385505,0.7976185015824142,5.646242902354692,5.108198614810597,4.268285055088176,4.735597908585583,5001766,0.6920000000000001,0.664,0.6802027267586755
26,Michigan,MI,2010,0,1,0,0,0,9877574,4847509,5030065,2333517,6576515,2944983,1937407,7554727,1375744,436710,242863,49943,203247,14340,299784,263016,2342199,718660,4181407,1050071,626377,28419.059999999998,40133.78107991042,19567.94989174605,39,38.23135660638938,0.49075906695307975,0.5092409330469202,0.7648362846990566,0.23516371530094338,0.1392795437422185,0.044212273175579346,0.024587312633648706,0.005056201046937233,0.02057661122052844,0.0014517734820311142,78.04,5.016666666666669,5857855,1676448,0.89072327821042,0.2549143429308684,0.09524451780312217,1.2408821389444107,4.939214259629405,0.7953183430940008,5.580524088400026,5.152984202552945,3.9789079103336213,4.685392535694717,3226088,0.445,0.42700000000000005,0.44308059795295757
26,Michigan,MI,2012,0,0,1,0,0,9883360,4851911,5031449,2264117,6620450,2928822,2057519,7527135,1383113,452141,240185,46368,221553,12865,297225,263065,2297738,690396,4189209,1070973,669872,27307.8,39424.47029017222,19444.106892818,39,38.75568076038918,0.4909171577277363,0.5090828422722636,0.7615967646630296,0.2384032353369704,0.13994360217577828,0.04574770118664098,0.024301958038561784,0.00469152191157663,0.02241676919590099,0.0013016828285117611,78.22,5.091666666666667,5930054,1740845,0.8957176626966444,0.262949648437795,0.10118224591983929,1.2598495570542787,5.065663713695191,0.7845263385757141,5.272181102163261,5.134502843184547,3.7023668993731484,4.591408555423603,4730961,0.647,0.62,0.6431275860915818
26,Michigan,MI,2014,0,0,0,1,0,9909877,4869083,5040794,2218195,6689388,2881412,2165542,7500921,1369427,476539,278224,49212,221511,14043,311646,270992,2245564,674140,4182571,1100170,732507,28313.600000000002,40266.21063064459,20308.823649138252,39,39.14382337944255,0.4913363707743295,0.5086636292256705,0.7569136327322731,0.24308636726772692,0.13818809254645642,0.048087276966202505,0.028075424145022183,0.004965954673302201,0.022352547867143052,0.0014170710696005612,78.11,5.0458333333333325,6015248,1832677,0.8992224699778216,0.273967812900074,0.10950284241248975,1.2826931252903855,5.21795416860257,0.7793276352010751,5.123646720030717,5.186518352411952,3.953132476620559,4.6944357157203305,3156531,0.42700000000000005,0.41,0.4253689346947521
26,Michigan,MI,2016,0,0,0,0,1,9928300,4880303,5047997,2185729,6769613,2827989,2269488,7473674,1356326,491941,293266,42829,254765,15499,324143,285779,2201824,652689,4208873,1155564,752487,30000,42899.052544593505,22236.374130012187,39,39.47626471802826,0.4915547475398608,0.5084452524601392,0.7527647230643716,0.2472352769356284,0.13661210882024113,0.04954936897555473,0.029538390258150943,0.004313830162263429,0.025660485682342395,0.0015610930370758337,77.95,4.979166666666668,6116924,1908051,0.9035854782245307,0.2818552552413262,0.11115657571562805,1.296597309181485,5.310648727876567,0.7785829435687338,5.102369816249538,5.24122242400089,4.354241763469901,4.843588778197657,4799284,0.647,0.62,0.6436124274352831
27,Minnesota,MN,2008,1,0,0,0,0,5220393,2596333,2624060,1254350,3447676,1562449,906117,4438639,243678,217551,180949,53516,78518,7542,196106,168652,1206387,297089,2053470,743182,353935,33045,45821.453007222946,27462.78161719874,37,37.125543804843815,0.49734435702446156,0.5026556429755384,0.8502499716017549,0.14975002839824514,0.04667809492503725,0.041673299309075006,0.034661949780409256,0.010251335483746148,0.015040630082830929,0.0014447188171465251,80.42,6.008333333333335,3150587,1097117,0.9138291997275846,0.3182192874272408,0.10265900856112929,1.3347074957159546,5.564716638106364,0.7721128817644608,4.917510907556023,5.348981394589583,5.024474374235065,5.445510258387552,2910369,0.778,0.732,0.7664127818283658
27,Minnesota,MN,2010,0,1,0,0,0,5310584,2637790,2672794,1282996,3532759,1569034,974264,4410913,256688,248420,212317,51249,124689,6308,218369,189054,1245152,295287,2102103,765615,369754,33174,45469.50655215753,25908.04722359228,37,37.457162526757884,0.4967043172652951,0.5032956827347049,0.830589065157429,0.16941093484257097,0.04833517368334631,0.04677828276513468,0.039979972070868286,0.009650351072499747,0.02347933861887883,0.0011878166318431268,80.83,6.179166666666665,3237472,1135369,0.9164146209803725,0.3213830889681408,0.10466437138791522,1.3424620813364285,5.616413875576191,0.7935787242341467,5.530820692404191,5.587882814518857,5.051486483811071,5.587258927743344,2107021,0.5539999999999999,0.521,0.5489129443688658
27,Minnesota,MN,2012,0,0,1,0,0,5379139,2672520,2706619,1274719,3613615,1559912,1034574,4426818,279754,262730,228856,55851,120959,4171,210432,182817,1234670,275222,2155459,798242,384692,33609.6,45224.5459004767,26157.044060142467,37,37.89838336581375,0.49683044070807614,0.5031695592919239,0.8229603287812417,0.1770396712187583,0.05200720784497296,0.0488423890886627,0.0425450987602291,0.010382888413926466,0.022486684207268116,7.754029036989006e-4,80.99,6.245833333333332,3338393,1182934,0.9238374868379725,0.3273547403362007,0.10645627716289643,1.3576485043370699,5.717656695580465,0.7914997769104923,5.471422197442639,5.635578529534523,5.141929505776764,5.656550539657281,2936561,0.76,0.7140000000000001,0.7488164916234509
27,Minnesota,MN,2014,0,0,0,1,0,5457173,2706522,2750651,1276029,3682844,1570405,1100948,4439115,308996,275639,255280,50653,123252,4238,217170,190753,1228444,272547,2159891,821584,428822,34380.8,46327.28178424192,26805.4924319416,37,38.20595187288363,0.4959567893486243,0.5040432106513757,0.8134458995527538,0.18655410044724619,0.0566219909099455,0.05050948540572198,0.0467787992061091,0.0092819120815851,0.022585320274801625,7.7659256908293e-4,81,6.25,3410297,1250406,0.9259955078195004,0.3395218477893715,0.11643773127506894,1.3819550868839408,5.879700579226271,0.7822466179106664,5.207046226019041,5.655482461490528,5.299215087189435,5.721638408759765,1981511,0.504,0.47200000000000003,0.4965706368122823
27,Minnesota,MN,2016,0,0,0,0,1,5519952,2743121,2776831,1283431,3739904,1580790,1177063,4444642,318873,283804,268077,58774,136377,9405,214849,193466,1247000,266215,2185460,855545,432684,35500,48448.91023208865,28116.837512717502,38,38.569535930747215,0.49694653141911377,0.5030534685808862,0.8051957698182882,0.19480423018171178,0.05776735015087088,0.05141421519607417,0.048565096218227986,0.010647556355562512,0.02470619309733128,0.0017038191636449013,80.87,6.195833333333335,3473689,1288229,0.92881769157711,0.34445509831268395,0.11569387877335889,1.3889666686631528,5.926444457754352,0.7888460832874702,5.395602379642006,5.74949709838357,5.521309601544474,5.815546895155933,2944813,0.741,0.6940000000000001,0.7283633292151603
28,Mississippi,MS,2008,1,0,0,0,0,2938618,1427843,1510775,762383,1862942,949064,513333,1718147,1102220,56632,23497,12336,23594,2192,41818,38050,738635,368927,1130910,234087,129018,27096.899999999998,35939.15279610877,17557.664718151016,35,36.12828172971105,0.485889285371559,0.5141107146284409,0.5846785802033473,0.4153214197966527,0.3750810755259785,0.019271644017698115,0.007995935504376547,0.00419789166199894,0.00802894421799635,7.459288686042214e-4,74.41,3.5041666666666655,1494015,363105,0.8019653859325733,0.1949094496769089,0.06925497412157759,1.0661298097310599,3.774198731540399,0.7782773342998996,5.093638122854277,4.214011861978358,3.648615076564619,3.7769060800568433,1289856,0.61,0.589,0.6032480819012387
28,Mississippi,MS,2010,0,1,0,0,0,2970036,1440688,1529348,753069,1903992,942805,547220,1722795,1105131,74217,27051,13124,24447,3271,43104,37748,717370,362329,1166619,240059,134985,26539.199999999997,35681.989470728375,16217.340465441024,36,36.620861497975106,0.48507425499219536,0.5149257450078046,0.5800586255520135,0.4199413744479865,0.37209346957410616,0.024988585996937412,0.009107970408439494,0.0044188016576230055,0.008231213359029991,0.0011013334518504153,74.84,3.6833333333333345,1541663,375044,0.8097003558838483,0.19697771839377476,0.0708957810747104,1.0775738553523335,3.850492369015557,0.7608890491671131,4.5968299762032325,4.099271571411449,3.504433435006415,3.754238361350821,788549,0.37,0.355,0.3618493597935774
28,Mississippi,MS,2012,0,0,1,0,0,2984926,1441519,1543407,747427,1909590,959543,571241,1717810,1124689,76139,23808,11835,28734,1911,36277,33628,743362,334058,1182209,244603,148720,26257.5,35444.08734942596,16132.437869349491,36,36.87113549883649,0.48293291022960033,0.5170670897703996,0.575495003896244,0.424504996103756,0.3767895753529568,0.025507835035106396,0.007976077128880247,0.003964922413486968,0.009626369296927294,6.402168763982759e-4,75.06,3.7750000000000012,1575532,393323,0.8250629716326542,0.20597248624050188,0.07788059216899963,1.1089160500421555,4.05944033361437,0.7747042081490877,4.99154880425965,4.370143157162797,3.430449904673,3.839322262271051,1285584,0.593,0.5720000000000001,0.5833299680425942
28,Mississippi,MS,2014,0,0,0,1,0,2994079,1458782,1535297,732061,1948335,933460,599955,1712889,1129553,79682,23766,10514,35660,2015,39686,36070,721156,336327,1204900,252074,155034,26088.960000000003,35611.544968919545,16168.796747297583,36,37.4348859866423,0.4872222810420166,0.5127777189579834,0.5720921191458208,0.4279078808541792,0.3772622566071236,0.02661319223707858,0.007937666307402043,0.0035115973893808414,0.01191017337885874,6.729949343354e-4,74.89,3.7041666666666666,1612008,407108,0.8273772220896304,0.20895174597797606,0.07957255810730701,1.1159015261749134,4.106010174499423,0.7725622951170913,4.930351289059752,4.380790546019533,3.385805397401134,3.801616761725755,631858,0.29,0.27899999999999997,0.28386018002217484
28,Mississippi,MS,2016,0,0,0,0,1,2988726,1439765,1548961,722717,1956643,917143,632169,1697517,1132301,87130,27373,12307,29787,2311,36214,33661,712991,313341,1214788,264411,164103,28000,37753.621042973384,17371.97485784913,37,37.835068855425355,0.4817320155812209,0.5182679844187791,0.5679734442033161,0.4320265557966839,0.3788574128240595,0.029152889893553306,0.009158751923060194,0.004117808056007811,0.009966453933883535,7.732391661196108e-4,74.72,3.633333333333333,1643302,428514,0.8398578585873867,0.21900469324245658,0.0838696686109832,1.1427322204408266,4.28488146960551,0.777404396042929,5.068697029797971,4.546153323002997,3.875914554141853,4.000440714960696,1209357,0.552,0.5329999999999999,0.541742147729655
29,Missouri,MO,2008,1,0,0,0,0,5911605,2885586,3026019,1411624,3919539,1755002,1107673,4864905,651097,182059,86760,18762,103235,4787,131287,111956,1335592,530797,2403042,622253,363447,28638.999999999996,39571.95728812043,21732.181489543193,37,37.5828812987336,0.4881222612133253,0.5118777387866746,0.8229414854341588,0.1770585145658412,0.1101387863363672,0.030796881726705354,0.014676217372439465,0.0031737573806098346,0.017463108580495483,8.097631692239248e-4,76.87,4.529166666666669,3388742,985700,0.8645766759815376,0.251483656623904,0.09272697631022424,1.208787308915666,4.72524872610444,0.7610202153615779,4.60057758175937,4.683691677989416,4.032356989990844,4.406108541282343,2925205,0.6759999999999999,0.649,0.6666336221876584
29,Missouri,MO,2010,0,1,0,0,0,5996231,2932031,3064200,1417025,3983816,1785317,1185600,4855523,696073,212239,100115,19334,107686,5261,135099,121044,1359753,527661,2445710,630425,380020,28750.799999999996,39282.82963369011,20517.956433376465,37,37.95845540306903,0.4889789936378368,0.5110210063621632,0.8097624991432117,0.19023750085678826,0.11608508744909928,0.03539540087765131,0.01669632140589647,0.003224358768032786,0.017958947879092718,8.773844770156453e-4,77.44,4.766666666666666,3456155,1010445,0.8675488526578536,0.2536374671922599,0.09539095179094617,1.2165772716410597,4.777181810940398,0.7616311276932892,4.618032219808264,4.7241319472296865,4.059369099566838,4.504692126741513,1943899,0.445,0.424,0.4360314856212044
